state,state_name,age,population,state_total_population
FL,Florida,55,299562,21477737
FL,Florida,56,297362,21477737
FL,Florida,57,296082,21477737
FL,Florida,58,298247,21477737
FL,Florida,59,298257,21477737
FL,Florida,60,287208,21477737
FL,Florida,61,285152,21477737
FL,Florida,62,284374,21477737
FL,Florida,63,276419,21477737
FL,Florida,64,275692,21477737
FL,Florida,65,269177,21477737
FL,Florida,66,263076,21477737
FL,Florida,67,257477,21477737
FL,Florida,68,254671,21477737
FL,Florida,69,251483,21477737
FL,Florida,70,248693,21477737
FL,Florida,71,251309,21477737
FL,Florida,72,267863,21477737
FL,Florida,73,202591,21477737
FL,Florida,74,199029,21477737
FL,Florida,75,194453,21477737
FL,Florida,76,200535,21477737
FL,Florida,77,173022,21477737
FL,Florida,78,156340,21477737
FL,Florida,79,146017,21477737
FL,Florida,80,135959,21477737
FL,Florida,81,126869,21477737
FL,Florida,82,114752,21477737
FL,Florida,83,105472,21477737
FL,Florida,84,97095,21477737
FL,Florida,85+,581454,21477737
GA,Georgia,0,127141,10617423
GA,Georgia,1,128766,10617423
GA,Georgia,2,131644,10617423
GA,Georgia,3,133384,10617423
GA,Georgia,4,135631,10617423
GA,Georgia,5,135015,10617423
GA,Georgia,6,134438,10617423
GA,Georgia,7,137644,10617423
GA,Georgia,8,138824,10617423
GA,Georgia,9,139666,10617423
GA,Georgia,10,140592,10617423
GA,Georgia,11,146576,10617423
GA,Georgia,12,147613,10617423
GA,Georgia,13,147134,10617423
GA,Georgia,14,145501,10617423
GA,Georgia,15,145634,10617423
GA,Georgia,16,144049,10617423
GA,Georgia,17,144629,10617423
GA,Georgia,18,147654,10617423
GA,Georgia,19,150154,10617423
GA,Georgia,20,143881,10617423
GA,Georgia,21,142909,10617423
GA,Georgia,22,142034,10617423
GA,Georgia,23,142613,10617423
GA,Georgia,24,145943,10617423
GA,Georgia,25,149042,10617423
GA,Georgia,26,153012,10617423
GA,Georgia,27,155401,10617423
GA,Georgia,28,157723,10617423
GA,Georgia,29,156406,10617423
GA,Georgia,30,150080,10617423
GA,Georgia,31,145009,10617423
GA,Georgia,32,141894,10617423
GA,Georgia,33,141043,10617423
GA,Georgia,34,143651,10617423
GA,Georgia,35,138447,10617423
GA,Georgia,36,141395,10617423
GA,Georgia,37,141807,10617423
GA,Georgia,38,141536,10617423
GA,Georgia,39,145833,10617423
GA,Georgia,40,137008,10617423
GA,Georgia,41,134534,10617423
GA,Georgia,42,134235,10617423
GA,Georgia,43,130263,10617423
GA,Georgia,44,135896,10617423
GA,Georgia,45,133105,10617423
GA,Georgia,46,137177,10617423
GA,Georgia,47,142987,10617423
GA,Georgia,48,149807,10617423
GA,Georgia,49,149620,10617423
GA,Georgia,50,138438,10617423
GA,Georgia,51,134669,10617423
GA,Georgia,52,134605,10617423
GA,Georgia,53,136743,10617423
GA,Georgia,54,142501,10617423
GA,Georgia,55,142516,10617423
GA,Georgia,56,139747,10617423
GA,Georgia,57,137274,10617423
GA,Georgia,58,136657,10617423
GA,Georgia,59,135213,10617423
GA,Georgia,60,129126,10617423
GA,Georgia,61,126042,10617423
GA,Georgia,62,124790,10617423
GA,Georgia,63,119311,10617423
GA,Georgia,64,116857,10617423
GA,Georgia,65,110806,10617423
GA,Georgia,66,105781,10617423
GA,Georgia,67,101046,10617423
GA,Georgia,68,97816,10617423
GA,Georgia,69,95918,10617423
GA,Georgia,70,92826,10617423
GA,Georgia,71,92204,10617423
GA,Georgia,72,94019,10617423
GA,Georgia,73,68628,10617423
GA,Georgia,74,66957,10617423
GA,Georgia,75,63621,10617423
GA,Georgia,76,63461,10617423
GA,Georgia,77,53489,10617423
GA,Georgia,78,48296,10617423
GA,Georgia,79,44694,10617423
GA,Georgia,80,40286,10617423
GA,Georgia,81,36494,10617423
GA,Georgia,82,32289,10617423
GA,Georgia,83,29771,10617423
GA,Georgia,84,27483,10617423
GA,Georgia,85+,151069,10617423
HI,Hawaii,0,16800,1415872
HI,Hawaii,1,16717,1415872
HI,Hawaii,2,17044,1415872
HI,Hawaii,3,17402,1415872
HI,Hawaii,4,17256,1415872
HI,Hawaii,5,17554,1415872
HI,Hawaii,6,17706,1415872
HI,Hawaii,7,17396,1415872
HI,Hawaii,8,17447,1415872
HI,Hawaii,9,16607,1415872
HI,Hawaii,10,16185,1415872
HI,Hawaii,11,16649,1415872
HI,Hawaii,12,16237,1415872
HI,Hawaii,13,15937,1415872
HI,Hawaii,14,15868,1415872
HI,Hawaii,15,16053,1415872
HI,Hawaii,16,15771,1415872
HI,Hawaii,17,15239,1415872
HI,Hawaii,18,15055,1415872
HI,Hawaii,19,15169,1415872
HI,Hawaii,20,16560,1415872
HI,Hawaii,21,17362,1415872
HI,Hawaii,22,17724,1415872
HI,Hawaii,23,18163,1415872
HI,Hawaii,24,18841,1415872
HI,Hawaii,25,19632,1415872
HI,Hawaii,26,19906,1415872
HI,Hawaii,27,20293,1415872
HI,Hawaii,28,21145,1415872
HI,Hawaii,29,20888,1415872
HI,Hawaii,30,19884,1415872
HI,Hawaii,31,19527,1415872
HI,Hawaii,32,19734,1415872
HI,Hawaii,33,19477,1415872
HI,Hawaii,34,19509,1415872
HI,Hawaii,35,19428,1415872
HI,Hawaii,36,19646,1415872
HI,Hawaii,37,19354,1415872
HI,Hawaii,38,19101,1415872
HI,Hawaii,39,19342,1415872
HI,Hawaii,40,18163,1415872
HI,Hawaii,41,17231,1415872
HI,Hawaii,42,16872,1415872
HI,Hawaii,43,16254,1415872
HI,Hawaii,44,16412,1415872
HI,Hawaii,45,16063,1415872
HI,Hawaii,46,15992,1415872
HI,Hawaii,47,16558,1415872
HI,Hawaii,48,17266,1415872
HI,Hawaii,49,18256,1415872
HI,Hawaii,50,16888,1415872
HI,Hawaii,51,16415,1415872
HI,Hawaii,52,16157,1415872
HI,Hawaii,53,16518,1415872
HI,Hawaii,54,17634,1415872
HI,Hawaii,55,17659,1415872
HI,Hawaii,56,17844,1415872
HI,Hawaii,57,17837,1415872
HI,Hawaii,58,17800,1415872
HI,Hawaii,59,18818,1415872
HI,Hawaii,60,17955,1415872
HI,Hawaii,61,17866,1415872
HI,Hawaii,62,17942,1415872
HI,Hawaii,63,17673,1415872
HI,Hawaii,64,17743,1415872
HI,Hawaii,65,17232,1415872
HI,Hawaii,66,17200,1415872
HI,Hawaii,67,16556,1415872
HI,Hawaii,68,15802,1415872
HI,Hawaii,69,16248,1415872
HI,Hawaii,70,15481,1415872
HI,Hawaii,71,15138,1415872
HI,Hawaii,72,14822,1415872
HI,Hawaii,73,11830,1415872
HI,Hawaii,74,11783,1415872
HI,Hawaii,75,11248,1415872
HI,Hawaii,76,9966,1415872
HI,Hawaii,77,8841,1415872
HI,Hawaii,78,7979,1415872
HI,Hawaii,79,7465,1415872
HI,Hawaii,80,6654,1415872
HI,Hawaii,81,6312,1415872
HI,Hawaii,82,5690,1415872
HI,Hawaii,83,5358,1415872
HI,Hawaii,84,5175,1415872
HI,Hawaii,85+,41668,1415872
ID,Idaho,0,22106,1787065
ID,Idaho,1,22367,1787065
ID,Idaho,2,23057,1787065
ID,Idaho,3,24024,1787065
ID,Idaho,4,24646,1787065
ID,Idaho,5,24065,1787065
ID,Idaho,6,24588,1787065
ID,Idaho,7,24348,1787065
ID,Idaho,8,24947,1787065
ID,Idaho,9,25369,1787065
ID,Idaho,10,25620,1787065
ID,Idaho,11,26521,1787065
ID,Idaho,12,26768,1787065
ID,Idaho,13,26182,1787065
ID,Idaho,14,26380,1787065
ID,Idaho,15,26305,1787065
ID,Idaho,16,25594,1787065
ID,Idaho,17,25314,1787065
ID,Idaho,18,24539,1787065
ID,Idaho,19,23433,1787065
ID,Idaho,20,22374,1787065
ID,Idaho,21,22614,1787065
ID,Idaho,22,23824,1787065
ID,Idaho,23,23947,1787065
ID,Idaho,24,23675,1787065
ID,Idaho,25,24200,1787065
ID,Idaho,26,24112,1787065
ID,Idaho,27,24361,1787065
ID,Idaho,28,24565,1787065
ID,Idaho,29,24393,1787065
ID,Idaho,30,23345,1787065
ID,Idaho,31,22626,1787065
ID,Idaho,32,22581,1787065
ID,Idaho,33,22876,1787065
ID,Idaho,34,23431,1787065
ID,Idaho,35,23217,1787065
ID,Idaho,36,23606,1787065
ID,Idaho,37,23698,1787065
ID,Idaho,38,23766,1787065
ID,Idaho,39,23946,1787065
ID,Idaho,40,22881,1787065
ID,Idaho,41,22281,1787065
ID,Idaho,42,21738,1787065
ID,Idaho,43,20857,1787065
ID,Idaho,44,21182,1787065
ID,Idaho,45,20092,1787065
ID,Idaho,46,19679,1787065
ID,Idaho,47,20456,1787065
ID,Idaho,48,21362,1787065
ID,Idaho,49,21203,1787065
ID,Idaho,50,20346,1787065
ID,Idaho,51,19398,1787065
ID,Idaho,52,19505,1787065
ID,Idaho,53,19583,1787065
ID,Idaho,54,20142,1787065
ID,Idaho,55,20942,1787065
ID,Idaho,56,21587,1787065
ID,Idaho,57,22041,1787065
ID,Idaho,58,22512,1787065
ID,Idaho,59,22459,1787065
ID,Idaho,60,21741,1787065
ID,Idaho,61,22035,1787065
ID,Idaho,62,22260,1787065
ID,Idaho,63,21479,1787065
ID,Idaho,64,21304,1787065
ID,Idaho,65,20819,1787065
ID,Idaho,66,20566,1787065
ID,Idaho,67,19644,1787065
ID,Idaho,68,18736,1787065
ID,Idaho,69,18119,1787065
ID,Idaho,70,17604,1787065
ID,Idaho,71,17269,1787065
ID,Idaho,72,17766,1787065
ID,Idaho,73,12829,1787065
ID,Idaho,74,12514,1787065
ID,Idaho,75,12252,1787065
ID,Idaho,76,12345,1787065
ID,Idaho,77,10343,1787065
ID,Idaho,78,9411,1787065
ID,Idaho,79,8590,1787065
ID,Idaho,80,7922,1787065
ID,Idaho,81,7002,1787065
ID,Idaho,82,6292,1787065
ID,Idaho,83,5628,1787065
ID,Idaho,84,5245,1787065
ID,Idaho,85+,29774,1787065
IL,Illinois,0,143723,12671821
IL,Illinois,1,145936,12671821
IL,Illinois,2,149504,12671821
IL,Illinois,3,153181,12671821
IL,Illinois,4,154590,12671821
IL,Illinois,5,152251,12671821
IL,Illinois,6,151861,12671821
IL,Illinois,7,153500,12671821
IL,Illinois,8,155612,12671821
IL,Illinois,9,156503,12671821
IL,Illinois,10,156110,12671821
IL,Illinois,11,161245,12671821
IL,Illinois,12,162519,12671821
IL,Illinois,13,162807,12671821
IL,Illinois,14,163337,12671821
IL,Illinois,15,165869,12671821
IL,Illinois,16,164633,12671821
IL,Illinois,17,164694,12671821
IL,Illinois,18,163671,12671821
IL,Illinois,19,163763,12671821
IL,Illinois,20,162863,12671821
IL,Illinois,21,162948,12671821
IL,Illinois,22,164969,12671821
IL,Illinois,23,166959,12671821
IL,Illinois,24,172238,12671821
IL,Illinois,25,175425,12671821
IL,Illinois,26,177695,12671821
IL,Illinois,27,180906,12671821
IL,Illinois,28,182153,12671821
IL,Illinois,29,181051,12671821
IL,Illinois,30,173653,12671821
IL,Illinois,31,172006,12671821
IL,Illinois,32,169444,12671821
IL,Illinois,33,171606,12671821
IL,Illinois,34,174157,12671821
IL,Illinois,35,168170,12671821
IL,Illinois,36,169889,12671821
IL,Illinois,37,170221,12671821
IL,Illinois,38,168375,12671821
IL,Illinois,39,173300,12671821
IL,Illinois,40,161856,12671821
IL,Illinois,41,158861,12671821
IL,Illinois,42,157692,12671821
IL,Illinois,43,152369,12671821
IL,Illinois,44,156402,12671821
IL,Illinois,45,150910,12671821
IL,Illinois,46,152461,12671821
IL,Illinois,47,159807,12671821
IL,Illinois,48,167861,12671821
IL,Illinois,49,168889,12671821
IL,Illinois,50,159119,12671821
IL,Illinois,51,156786,12671821
IL,Illinois,52,156690,12671821
IL,Illinois,53,159116,12671821
IL,Illinois,54,168150,12671821
IL,Illinois,55,169463,12671821
IL,Illinois,56,169910,12671821
IL,Illinois,57,169284,12671821
IL,Illinois,58,172147,12671821
IL,Illinois,59,173797,12671821
IL,Illinois,60,167227,12671821
IL,Illinois,61,165763,12671821
IL,Illinois,62,162181,12671821
IL,Illinois,63,155060,12671821
IL,Illinois,64,153451,12671821
IL,Illinois,65,144416,12671821
IL,Illinois,66,137652,12671821
IL,Illinois,67,131287,12671821
IL,Illinois,68,126859,12671821
IL,Illinois,69,121965,12671821
IL,Illinois,70,116066,12671821
IL,Illinois,71,113503,12671821
IL,Illinois,72,116633,12671821
IL,Illinois,73,85340,12671821
IL,Illinois,74,82312,12671821
IL,Illinois,75,80117,12671821
IL,Illinois,76,82701,12671821
IL,Illinois,77,72245,12671821
IL,Illinois,78,64289,12671821
IL,Illinois,79,59676,12671821
IL,Illinois,80,55470,12671821
IL,Illinois,81,52704,12671821
IL,Illinois,82,47407,12671821
IL,Illinois,83,44511,12671821
IL,Illinois,84,41110,12671821
IL,Illinois,85+,266969,12671821
IN,Indiana,0,80356,6732219
IN,Indiana,1,82338,6732219
IN,Indiana,2,83235,6732219
IN,Indiana,3,85579,6732219
IN,Indiana,4,86832,6732219
IN,Indiana,5,86118,6732219
IN,Indiana,6,86434,6732219
IN,Indiana,7,86142,6732219
IN,Indiana,8,86226,6732219
IN,Indiana,9,87022,6732219
IN,Indiana,10,87080,6732219
IN,Indiana,11,89818,6732219
IN,Indiana,12,90440,6732219
IN,Indiana,13,89977,6732219
IN,Indiana,14,89724,6732219
IN,Indiana,15,90625,6732219
IN,Indiana,16,90135,6732219
IN,Indiana,17,89893,6732219
IN,Indiana,18,88848,6732219
IN,Indiana,19,98248,6732219
IN,Indiana,20,98112,6732219
IN,Indiana,21,96746,6732219
IN,Indiana,22,94949,6732219
IN,Indiana,23,91868,6732219
IN,Indiana,24,90974,6732219
IN,Indiana,25,91235,6732219
IN,Indiana,26,92145,6732219
IN,Indiana,27,95204,6732219
IN,Indiana,28,94068,6732219
IN,Indiana,29,91806,6732219
IN,Indiana,30,87642,6732219
IN,Indiana,31,85192,6732219
IN,Indiana,32,83494,6732219
IN,Indiana,33,84308,6732219
IN,Indiana,34,85593,6732219
IN,Indiana,35,82924,6732219
IN,Indiana,36,85087,6732219
IN,Indiana,37,85625,6732219
IN,Indiana,38,85701,6732219
IN,Indiana,39,87928,6732219
IN,Indiana,40,82892,6732219
IN,Indiana,41,81163,6732219
IN,Indiana,42,80046,6732219
IN,Indiana,43,77446,6732219
IN,Indiana,44,80147,6732219
IN,Indiana,45,77365,6732219
IN,Indiana,46,78984,6732219
IN,Indiana,47,82769,6732219
IN,Indiana,48,87907,6732219
IN,Indiana,49,86864,6732219
IN,Indiana,50,81414,6732219
IN,Indiana,51,79324,6732219
IN,Indiana,52,80492,6732219
IN,Indiana,53,81640,6732219
IN,Indiana,54,87270,6732219
IN,Indiana,55,89490,6732219
IN,Indiana,56,88648,6732219
IN,Indiana,57,88858,6732219
IN,Indiana,58,90874,6732219
IN,Indiana,59,90796,6732219
IN,Indiana,60,87784,6732219
IN,Indiana,61,87902,6732219
IN,Indiana,62,86360,6732219
IN,Indiana,63,82822,6732219
IN,Indiana,64,81548,6732219
IN,Indiana,65,78348,6732219
IN,Indiana,66,74569,6732219
IN,Indiana,67,71644,6732219
IN,Indiana,68,68130,6732219
IN,Indiana,69,65719,6732219
IN,Indiana,70,63773,6732219
IN,Indiana,71,61257,6732219
IN,Indiana,72,63634,6732219
IN,Indiana,73,45028,6732219
IN,Indiana,74,44635,6732219
IN,Indiana,75,43055,6732219
IN,Indiana,76,44350,6732219
IN,Indiana,77,38186,6732219
IN,Indiana,78,34459,6732219
IN,Indiana,79,31632,6732219
IN,Indiana,80,29609,6732219
IN,Indiana,81,27778,6732219
IN,Indiana,82,24718,6732219
IN,Indiana,83,22956,6732219
IN,Indiana,84,21194,6732219
IN,Indiana,85+,131069,6732219
IA,Iowa,0,37540,3155070
IA,Iowa,1,38296,3155070
IA,Iowa,2,39186,3155070
IA,Iowa,3,40104,3155070
IA,Iowa,4,40510,3155070
IA,Iowa,5,40384,3155070
IA,Iowa,6,40018,3155070
IA,Iowa,7,39731,3155070
IA,Iowa,8,39289,3155070
IA,Iowa,9,40734,3155070
IA,Iowa,10,40974,3155070
IA,Iowa,11,42023,3155070
IA,Iowa,12,42224,3155070
IA,Iowa,13,41896,3155070
IA,Iowa,14,41222,3155070
IA,Iowa,15,41086,3155070
IA,Iowa,16,41007,3155070
IA,Iowa,17,40617,3155070
IA,Iowa,18,41858,3155070
IA,Iowa,19,47636,3155070
IA,Iowa,20,46768,3155070
IA,Iowa,21,46910,3155070
IA,Iowa,22,46046,3155070
IA,Iowa,23,42808,3155070
IA,Iowa,24,41679,3155070
IA,Iowa,25,41578,3155070
IA,Iowa,26,41152,3155070
IA,Iowa,27,41907,3155070
IA,Iowa,28,40964,3155070
IA,Iowa,29,40454,3155070
IA,Iowa,30,38419,3155070
IA,Iowa,31,37259,3155070
IA,Iowa,32,37157,3155070
IA,Iowa,33,38830,3155070
IA,Iowa,34,40430,3155070
IA,Iowa,35,39432,3155070
IA,Iowa,36,40387,3155070
IA,Iowa,37,40906,3155070
IA,Iowa,38,40230,3155070
IA,Iowa,39,41318,3155070
IA,Iowa,40,38874,3155070
IA,Iowa,41,37372,3155070
IA,Iowa,42,36348,3155070
IA,Iowa,43,34529,3155070
IA,Iowa,44,35819,3155070
IA,Iowa,45,33411,3155070
IA,Iowa,46,33407,3155070
IA,Iowa,47,35397,3155070
IA,Iowa,48,37678,3155070
IA,Iowa,49,38323,3155070
IA,Iowa,50,36628,3155070
IA,Iowa,51,35521,3155070
IA,Iowa,52,36150,3155070
IA,Iowa,53,36777,3155070
IA,Iowa,54,39217,3155070
IA,Iowa,55,40509,3155070
IA,Iowa,56,41198,3155070
IA,Iowa,57,42182,3155070
IA,Iowa,58,43214,3155070
IA,Iowa,59,43731,3155070
IA,Iowa,60,41978,3155070
IA,Iowa,61,41823,3155070
IA,Iowa,62,41258,3155070
IA,Iowa,63,39907,3155070
IA,Iowa,64,39896,3155070
IA,Iowa,65,38135,3155070
IA,Iowa,66,36563,3155070
IA,Iowa,67,35756,3155070
IA,Iowa,68,34101,3155070
IA,Iowa,69,32331,3155070
IA,Iowa,70,30709,3155070
IA,Iowa,71,29672,3155070
IA,Iowa,72,30749,3155070
IA,Iowa,73,22006,3155070
IA,Iowa,74,21425,3155070
IA,Iowa,75,21030,3155070
IA,Iowa,76,21374,3155070
IA,Iowa,77,18671,3155070
IA,Iowa,78,17372,3155070
IA,Iowa,79,16370,3155070
IA,Iowa,80,15447,3155070
IA,Iowa,81,14608,3155070
IA,Iowa,82,13279,3155070
IA,Iowa,83,12909,3155070
IA,Iowa,84,11773,3155070
IA,Iowa,85+,78674,3155070
KS,Kansas,0,35325,2913314
KS,Kansas,1,36037,2913314
KS,Kansas,2,37321,2913314
KS,Kansas,3,38289,2913314
KS,Kansas,4,38359,2913314
KS,Kansas,5,38831,2913314
KS,Kansas,6,39150,2913314
KS,Kansas,7,39055,2913314
KS,Kansas,8,39463,2913314
KS,Kansas,9,39864,2913314
KS,Kansas,10,39546,2913314
KS,Kansas,11,40377,2913314
KS,Kansas,12,40314,2913314
KS,Kansas,13,39987,2913314
KS,Kansas,14,39679,2913314
KS,Kansas,15,39667,2913314
KS,Kansas,16,39922,2913314
KS,Kansas,17,39064,2913314
KS,Kansas,18,39194,2913314
KS,Kansas,19,42647,2913314
KS,Kansas,20,44039,2913314
KS,Kansas,21,42989,2913314
KS,Kansas,22,42594,2913314
KS,Kansas,23,41942,2913314
KS,Kansas,24,40755,2913314
KS,Kansas,25,39668,2913314
KS,Kansas,26,39733,2913314
KS,Kansas,27,40187,2913314
KS,Kansas,28,38617,2913314
KS,Kansas,29,38016,2913314
KS,Kansas,30,37111,2913314
KS,Kansas,31,36557,2913314
KS,Kansas,32,36474,2913314
KS,Kansas,33,37785,2913314
KS,Kansas,34,38774,2913314
KS,Kansas,35,38032,2913314
KS,Kansas,36,38361,2913314
KS,Kansas,37,38560,2913314
KS,Kansas,38,38011,2913314
KS,Kansas,39,38466,2913314
KS,Kansas,40,35588,2913314
KS,Kansas,41,34385,2913314
KS,Kansas,42,34093,2913314
KS,Kansas,43,32486,2913314
KS,Kansas,44,33047,2913314
KS,Kansas,45,31322,2913314
KS,Kansas,46,31174,2913314
KS,Kansas,47,32486,2913314
KS,Kansas,48,34365,2913314
KS,Kansas,49,34717,2913314
KS,Kansas,50,32882,2913314
KS,Kansas,51,31436,2913314
KS,Kansas,52,31779,2913314
KS,Kansas,53,32715,2913314
KS,Kansas,54,35085,2913314
KS,Kansas,55,36491,2913314
KS,Kansas,56,37301,2913314
KS,Kansas,57,37697,2913314
KS,Kansas,58,38621,2913314
KS,Kansas,59,38522,2913314
KS,Kansas,60,37593,2913314
KS,Kansas,61,37151,2913314
KS,Kansas,62,37148,2913314
KS,Kansas,63,35635,2913314
KS,Kansas,64,35346,2913314
KS,Kansas,65,33841,2913314
KS,Kansas,66,32194,2913314
KS,Kansas,67,30830,2913314
KS,Kansas,68,29543,2913314
KS,Kansas,69,28083,2913314
KS,Kansas,70,26611,2913314
KS,Kansas,71,26022,2913314
KS,Kansas,72,27040,2913314
KS,Kansas,73,19110,2913314
KS,Kansas,74,18962,2913314
KS,Kansas,75,18554,2913314
KS,Kansas,76,18664,2913314
KS,Kansas,77,15853,2913314
KS,Kansas,78,14622,2913314
KS,Kansas,79,13619,2913314
KS,Kansas,80,12780,2913314
KS,Kansas,81,12234,2913314
KS,Kansas,82,11037,2913314
KS,Kansas,83,10397,2913314
KS,Kansas,84,9813,2913314
KS,Kansas,85+,65678,2913314
KY,Kentucky,0,53154,4467673
KY,Kentucky,1,54112,4467673
KY,Kentucky,2,54464,4467673
KY,Kentucky,3,55204,4467673
KY,Kentucky,4,55676,4467673
KY,Kentucky,5,55656,4467673
KY,Kentucky,6,55651,4467673
KY,Kentucky,7,55183,4467673
KY,Kentucky,8,55061,4467673
KY,Kentucky,9,54866,4467673
KY,Kentucky,10,55610,4467673
KY,Kentucky,11,56869,4467673
KY,Kentucky,12,57689,4467673
KY,Kentucky,13,56917,4467673
KY,Kentucky,14,56915,4467673
KY,Kentucky,15,56992,4467673
KY,Kentucky,16,56540,4467673
KY,Kentucky,17,56312,4467673
KY,Kentucky,18,57080,4467673
KY,Kentucky,19,58983,4467673
KY,Kentucky,20,59006,4467673
KY,Kentucky,21,59268,4467673
KY,Kentucky,22,59587,4467673
KY,Kentucky,23,59769,4467673
KY,Kentucky,24,60261,4467673
KY,Kentucky,25,60525,4467673
KY,Kentucky,26,60047,4467673
KY,Kentucky,27,62417,4467673
KY,Kentucky,28,63933,4467673
KY,Kentucky,29,62548,4467673
KY,Kentucky,30,58668,4467673
KY,Kentucky,31,55711,4467673
KY,Kentucky,32,54357,4467673
KY,Kentucky,33,54125,4467673
KY,Kentucky,34,55049,4467673
KY,Kentucky,35,53867,4467673
KY,Kentucky,36,55823,4467673
KY,Kentucky,37,55868,4467673
KY,Kentucky,38,56688,4467673
KY,Kentucky,39,58302,4467673
KY,Kentucky,40,55313,4467673
KY,Kentucky,41,54669,4467673
KY,Kentucky,42,54270,4467673
KY,Kentucky,43,52270,4467673
KY,Kentucky,44,53883,4467673
KY,Kentucky,45,52291,4467673
KY,Kentucky,46,53400,4467673
KY,Kentucky,47,56839,4467673
KY,Kentucky,48,59508,4467673
KY,Kentucky,49,58650,4467673
KY,Kentucky,50,55672,4467673
KY,Kentucky,51,55090,4467673
KY,Kentucky,52,55281,4467673
KY,Kentucky,53,56252,4467673
KY,Kentucky,54,60679,4467673
KY,Kentucky,55,61927,4467673
KY,Kentucky,56,61209,4467673
KY,Kentucky,57,61038,4467673
KY,Kentucky,58,61307,4467673
KY,Kentucky,59,61522,4467673
KY,Kentucky,60,59842,4467673
KY,Kentucky,61,59869,4467673
KY,Kentucky,62,58732,4467673
KY,Kentucky,63,56471,4467673
KY,Kentucky,64,56372,4467673
KY,Kentucky,65,53956,4467673
KY,Kentucky,66,51201,4467673
KY,Kentucky,67,49677,4467673
KY,Kentucky,68,47804,4467673
KY,Kentucky,69,46165,4467673
KY,Kentucky,70,45346,4467673
KY,Kentucky,71,43868,4467673
KY,Kentucky,72,45788,4467673
KY,Kentucky,73,32310,4467673
KY,Kentucky,74,31761,4467673
KY,Kentucky,75,30704,4467673
KY,Kentucky,76,30813,4467673
KY,Kentucky,77,26344,4467673
KY,Kentucky,78,24224,4467673
KY,Kentucky,79,22407,4467673
KY,Kentucky,80,20856,4467673
KY,Kentucky,81,19380,4467673
KY,Kentucky,82,16631,4467673
KY,Kentucky,83,15351,4467673
KY,Kentucky,84,14110,4467673
KY,Kentucky,85+,81868,4467673
LA,Louisiana,0,58010,4648794
LA,Louisiana,1,58976,4648794
LA,Louisiana,2,61029,4648794
LA,Louisiana,3,61801,4648794
LA,Louisiana,4,61653,4648794
LA,Louisiana,5,61580,4648794
LA,Louisiana,6,60148,4648794
LA,Louisiana,7,59786,4648794
LA,Louisiana,8,59921,4648794
LA,Louisiana,9,59782,4648794
LA,Louisiana,10,60333,4648794
LA,Louisiana,11,62457,4648794
LA,Louisiana,12,62704,4648794
LA,Louisiana,13,60878,4648794
LA,Louisiana,14,60347,4648794
LA,Louisiana,15,59643,4648794
LA,Louisiana,16,59297,4648794
LA,Louisiana,17,59285,4648794
LA,Louisiana,18,58075,4648794
LA,Louisiana,19,57560,4648794
LA,Louisiana,20,58379,4648794
LA,Louisiana,21,60105,4648794
LA,Louisiana,22,61070,4648794
LA,Louisiana,23,61389,4648794
LA,Louisiana,24,62465,4648794
LA,Louisiana,25,63869,4648794
LA,Louisiana,26,64861,4648794
LA,Louisiana,27,67001,4648794
LA,Louisiana,28,70306,4648794
LA,Louisiana,29,69208,4648794
LA,Louisiana,30,66752,4648794
LA,Louisiana,31,63893,4648794
LA,Louisiana,32,63466,4648794
LA,Louisiana,33,63793,4648794
LA,Louisiana,34,65078,4648794
LA,Louisiana,35,62826,4648794
LA,Louisiana,36,63819,4648794
LA,Louisiana,37,63343,4648794
LA,Louisiana,38,62669,4648794
LA,Louisiana,39,62468,4648794
LA,Louisiana,40,58208,4648794
LA,Louisiana,41,56171,4648794
LA,Louisiana,42,55439,4648794
LA,Louisiana,43,52447,4648794
LA,Louisiana,44,52464,4648794
LA,Louisiana,45,50802,4648794
LA,Louisiana,46,51595,4648794
LA,Louisiana,47,54243,4648794
LA,Louisiana,48,56386,4648794
LA,Louisiana,49,56471,4648794
LA,Louisiana,50,54535,4648794
LA,Louisiana,51,54145,4648794
LA,Louisiana,52,54518,4648794
LA,Louisiana,53,55799,4648794
LA,Louisiana,54,59854,4648794
LA,Louisiana,55,60992,4648794
LA,Louisiana,56,60975,4648794
LA,Louisiana,57,61400,4648794
LA,Louisiana,58,61812,4648794
LA,Louisiana,59,63167,4648794
LA,Louisiana,60,61279,4648794
LA,Louisiana,61,59825,4648794
LA,Louisiana,62,59668,4648794
LA,Louisiana,63,58056,4648794
LA,Louisiana,64,57496,4648794
LA,Louisiana,65,54608,4648794
LA,Louisiana,66,51461,4648794
LA,Louisiana,67,49020,4648794
LA,Louisiana,68,47856,4648794
LA,Louisiana,69,45978,4648794
LA,Louisiana,70,43751,4648794
LA,Louisiana,71,42670,4648794
LA,Louisiana,72,44025,4648794
LA,Louisiana,73,31766,4648794
LA,Louisiana,74,31399,4648794
LA,Louisiana,75,29930,4648794
LA,Louisiana,76,29833,4648794
LA,Louisiana,77,25779,4648794
LA,Louisiana,78,23593,4648794
LA,Louisiana,79,22006,4648794
LA,Louisiana,80,20053,4648794
LA,Louisiana,81,18929,4648794
LA,Louisiana,82,16675,4648794
LA,Louisiana,83,15461,4648794
LA,Louisiana,84,14172,4648794
LA,Louisiana,85+,82057,4648794
ME,Maine,0,12035,1344212
ME,Maine,1,12355,1344212
ME,Maine,2,12711,1344212
