"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"2805000360","03/02/2020","300000.00","1480","0","0","0","0","0","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1909","4","1","","","SEWER/SEPTIC INSTALLED"
"5940000210","03/13/2020","270000.00","1228","0","0","480","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1989","3","2","","","SEWER/SEPTIC INSTALLED"
"6140000290","03/13/2020","335000.00","2388","0","0","624","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1966","4","3","","","SEWER/SEPTIC INSTALLED"
"9485000910","03/13/2020","350000.00","1368","0","462","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1905","3","2","","","SEWER/SEPTIC INSTALLED"
"4940000800","03/10/2020","140000.00","612","0","0","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1918","2","2","","","SEWER/SEPTIC INSTALLED"
"2445220150","03/11/2020","269000.00","1164","0","0","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1969","3","1","","","SEWER/SEPTIC INSTALLED"
"8935013980","03/11/2020","210000.00","891","344","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1910","2","1","","","SEWER/SEPTIC INSTALLED"
"7365000210","03/10/2020","550000.00","1388","560","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1915","3","2","","","SEWER/SEPTIC INSTALLED"
"0317311017","02/28/2020","398500.00","1712","0","0","576","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2008","3","2","","","SEWER/SEPTIC INSTALLED"
"7001330380","03/11/2020","410000.00","1670","0","0","425","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","3","3","","","SEWER/SEPTIC INSTALLED"
"0320321017","03/05/2020","215000.00","552","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1904","2","1","","","SEWER/SEPTIC INSTALLED"
"0316112014","03/09/2020","372000.00","936","0","0","960","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","2010","2","1","WF Stream/Creek","","SEWER/SEPTIC INSTALLED"
"7002242310","03/10/2020","415000.00","1881","0","0","439","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2010","3","3","","","SEWER/SEPTIC INSTALLED"
"6021800560","03/14/2020","375000.00","1468","0","0","460","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","3","2","","","SEWER/SEPTIC INSTALLED"
"7790000400","03/10/2020","150000.00","1972","0","1972","0","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1969","5","3","","View Lim","SEWER/SEPTIC INSTALLED"
"6800001130","02/20/2020","268289.00","1267","196","0","299","0","2","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1954","3","2","","","SEWER/SEPTIC INSTALLED"
"7002532060","03/13/2020","458884.00","1886","0","0","400","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"9445000460","03/10/2020","550000.00","1663","0","784","484","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1964","4","3","","","SEWER/SEPTIC INSTALLED"
"6027490130","03/01/2020","429950.00","2180","0","0","400","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"5004670030","03/06/2020","390000.00","1880","0","0","428","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"0320141040","03/16/2020","117000.00","1076","484","988","0","576","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1909","2","1","","View Lim","SEWER/SEPTIC INSTALLED"
"6021600970","03/06/2020","160000.00","2246","0","0","616","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"7000200090","03/11/2020","137593.00","1803","0","0","440","0","1","Warm and Cool Air Zone","Frame Vinyl","Drywall","2","Composition Shingle","1992","4","3","","","SEWER/SEPTIC INSTALLED"
"0418227003","03/04/2020","450000.00","1647","240","1697","0","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1994","3","3","","View Avg +","SEWER/SEPTIC INSTALLED"
"6020260110","03/11/2020","333000.00","1616","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1990","3","3","","","SEWER/SEPTIC INSTALLED"
"5065501510","03/16/2020","390000.00","1658","0","0","528","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1978","3","2","","","SEWER/SEPTIC INSTALLED"
"0121138015","03/14/2020","480000.00","1502","0","1344","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1978","2","3","","","SEWER/SEPTIC INSTALLED"
"0519048055","03/11/2020","445000.00","1988","0","0","600","0","0","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2016","3","3","","","SEWER/SEPTIC INSTALLED"
"5925000160","02/24/2020","325000.00","1446","0","0","0","576","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1930","3","2","","","SEWER/SEPTIC INSTALLED"
"9005440150","03/16/2020","427500.00","2058","0","0","528","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"3235000061","03/10/2020","408200.00","1628","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1963","4","2","","","SEWER/SEPTIC INSTALLED"
"6023530290","03/11/2020","395000.00","2469","0","0","405","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2001","3","3","","","SEWER/SEPTIC INSTALLED"
"4075311890","03/10/2020","559500.00","2736","0","0","778","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","","SEWER/SEPTIC INSTALLED"
"6025680040","03/04/2020","445000.00","2580","0","0","488","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2012","4","3","","","SEWER/SEPTIC INSTALLED"
"0420244115","03/12/2020","285000.00","1008","0","0","288","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1950","3","1","","","SEWER/SEPTIC INSTALLED"
"7475022121","03/10/2020","552000.00","1400","0","624","645","0","1","Forced Air","Frame Siding","Drywall","2","Built Up Rock","1958","3","2","","","SEWER/SEPTIC INSTALLED"
"0319131101","03/13/2020","500000.00","2424","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1993","4","2","","","SEWER/SEPTIC INSTALLED"
"4003370140","03/10/2020","529950.00","2300","0","0","460","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","3","3","","","SEWER/SEPTIC INSTALLED"
"4003140350","03/12/2020","796990.00","3604","0","0","654","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2017","4","4","","","SEWER/SEPTIC INSTALLED"
"2200003740","03/16/2020","160000.00","621","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1946","2","1","","","SEWER/SEPTIC INSTALLED"
"5625000680","03/13/2020","180000.00","997","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1942","2","1","","","SEWER/SEPTIC INSTALLED"
"7785001070","03/12/2020","330000.00","1650","0","0","0","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1918","3","2","","","SEWER/SEPTIC INSTALLED"
"2387400180","03/16/2020","515000.00","2620","0","0","720","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1968","5","2","","","SEWER/SEPTIC INSTALLED"
"7785001080","03/11/2020","305000.00","1854","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1906","3","2","","","SEWER/SEPTIC INSTALLED"
"7470011441","03/16/2020","250000.00","3483","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1905","5","4","","","SEWER/SEPTIC INSTALLED"
"6715000211","03/04/2020","269000.00","1344","0","0","0","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","1975","2","2","","","SEWER/SEPTIC INSTALLED"
"6883000181","03/09/2020","375000.00","1708","0","0","528","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1985","3","2","","","SEWER/SEPTIC INSTALLED"
"0320324122","02/06/2020","297400.00","964","0","0","264","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1951","2","1","","","SEWER/SEPTIC INSTALLED"
"3390200311","03/11/2020","489900.00","2353","0","0","0","1008","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1978","4","3","","","SEWER/SEPTIC INSTALLED"
"5018160550","03/10/2020","255000.00","1484","0","0","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"5635000490","03/17/2020","400000.00","1024","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1968","1","1","WF Salt","","SEWER/SEPTIC NO PERC"
"7500000090","03/02/2020","425000.00","2003","0","0","529","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1993","3","3","","","SEWER/SEPTIC INSTALLED"
"5000600010","03/04/2020","540000.00","2249","0","0","724","0","1","Forced Air","Frame Siding","Drywall","2","Wood Shake","1994","4","3","","","SEWER/SEPTIC INSTALLED"
"0421314048","03/16/2020","300000.00","1472","0","1472","0","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1947","3","2","","","SEWER/SEPTIC INSTALLED"
"7001520840","03/16/2020","425000.00","1692","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"2990001862","03/16/2020","525000.00","2214","0","0","668","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1985","3","3","","","SEWER/SEPTIC INSTALLED"
"2041070021","03/10/2020","805000.00","1569","0","1494","0","0","0","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1976","4","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"0320067005","03/12/2020","350000.00","816","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1950","2","1","","","SEWER/SEPTIC INSTALLED"
"6024310940","03/07/2020","367000.00","2126","0","0","398","0","0","Warm and Cool Air Zone","Frame Vinyl","Drywall","2","Composition Shingle","2004","3","3","","","SEWER/SEPTIC INSTALLED"
"7001781070","03/16/2020","455000.00","2526","0","0","540","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"7785006260","03/09/2020","193500.00","864","0","0","0","0","0","Electric Baseboard","Masonry Common Brick","Drywall","1","Composition Shingle","1959","2","2","","","SEWER/SEPTIC INSTALLED"
"2200002470","02/26/2020","350000.00","738","0","0","288","0","1","Forced Air","Masonry Common Brick","Drywall","1","Composition Shingle","1950","2","1","","","SEWER/SEPTIC INSTALLED"
"3921020270","03/16/2020","369000.00","1302","0","0","506","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1971","3","2","","","SEWER/SEPTIC INSTALLED"
"9784310420","03/11/2020","365000.00","1538","0","0","440","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1983","3","2","","","SEWER/SEPTIC INSTALLED"
"6027130420","02/27/2020","549950.00","3103","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"8000013040","02/27/2020","275000.00","1111","0","0","336","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1980","3","1","","","SEWER/SEPTIC INSTALLED"
"4878000131","03/17/2020","240000.00","1088","0","0","802","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1989","3","2","","","SEWER/SEPTIC INSTALLED"
"6026180080","03/16/2020","427494.00","2552","0","0","440","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2011","5","3","","","SEWER/SEPTIC INSTALLED"
"0420147037","03/11/2020","440100.00","2046","0","0","528","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1990","3","2","","","SEWER/SEPTIC INSTALLED"
"6022970170","03/11/2020","427992.00","2594","0","0","652","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2003","4","3","","","SEWER/SEPTIC INSTALLED"
"0520313036","03/16/2020","720000.00","2594","311","0","730","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"3645000284","03/17/2020","350000.00","2118","0","0","0","0","2","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1971","3","2","","","SEWER/SEPTIC INSTALLED"
"7002811550","03/10/2020","724990.00","3202","0","0","636","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"2695002979","03/09/2020","338500.00","1301","0","0","575","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1992","3","2","","","SEWER/SEPTIC INSTALLED"
"9850000180","03/13/2020","295000.00","864","0","0","264","576","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1949","3","1","","","SEWER/SEPTIC INSTALLED"
"7001810910","03/02/2020","461000.00","2689","0","0","620","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","5","3","","","SEWER/SEPTIC INSTALLED"
"5003550410","03/14/2020","383000.00","2311","0","0","506","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","3","3","","","SEWER/SEPTIC INSTALLED"
"7002540770","03/13/2020","446000.00","2310","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2015","3","2","","","SEWER/SEPTIC INSTALLED"
"5255000062","03/17/2020","635000.00","3299","0","676","432","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1933","3","3","","","SEWER/SEPTIC INSTALLED"
"4254700091","03/16/2020","260000.00","1073","0","0","348","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1977","3","1","","","SEWER/SEPTIC INSTALLED"
"3000840320","03/14/2020","425000.00","2370","0","0","480","0","0","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2010","3","3","","","SEWER/SEPTIC INSTALLED"
"7002350450","03/04/2020","529950.00","2661","0","0","595","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","4","3","","View Lim","SEWER/SEPTIC INSTALLED"
"3000660300","03/09/2020","435000.00","2513","0","0","440","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2002","3","3","","","SEWER/SEPTIC INSTALLED"
"6025860030","03/06/2020","385000.00","2313","0","0","454","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2011","3","3","","","SEWER/SEPTIC INSTALLED"
"2222000160","03/06/2020","330000.00","1456","0","0","480","0","2","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1979","2","2","","","SEWER/SEPTIC INSTALLED"
"0318347021","03/16/2020","200000.00","1364","0","0","616","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1979","3","2","","","SEWER/SEPTIC INSTALLED"
"0420352103","03/18/2020","549980.00","2110","0","0","680","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2019","4","2","","","SEWER/SEPTIC INSTALLED"
"8855400180","03/17/2020","410300.00","1764","0","0","600","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1963","3","2","","","SEWER/SEPTIC INSTALLED"
"5140500170","03/18/2020","280000.00","806","0","0","1560","0","0","Forced Air","Frame Siding","Drywall","2","Wood Shake","1994","1","1","","","SEWER/SEPTIC INSTALLED"
"6167010200","03/17/2020","380000.00","1959","0","0","460","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1985","4","2","","","SEWER/SEPTIC INSTALLED"
"6024990780","03/06/2020","412000.00","2124","0","0","414","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","4","3","","","SEWER/SEPTIC INSTALLED"
"5001470040","03/04/2020","255000.00","1102","0","0","240","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1996","2","2","","","SEWER/SEPTIC INSTALLED"
"8935022920","03/12/2020","328500.00","1622","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1925","4","2","","","SEWER/SEPTIC INSTALLED"
"5004891020","03/16/2020","395000.00","2416","0","0","404","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"7001430380","03/12/2020","405000.00","2564","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"7785000340","02/21/2020","312500.00","1426","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1907","2","2","","","SEWER/SEPTIC INSTALLED"
"5945400090","02/27/2020","365000.00","1229","0","0","336","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1963","3","1","","","SEWER/SEPTIC INSTALLED"
"3920320130","03/06/2020","375000.00","1724","0","0","484","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1984","3","2","","","SEWER/SEPTIC INSTALLED"
"5750000180","03/09/2020","385000.00","1344","0","0","616","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1962","3","2","","","SEWER/SEPTIC INSTALLED"
"0320276058","03/17/2020","360000.00","1258","0","0","400","0","0","Floor/Wall Furnace","Frame Siding","Drywall","1","Composition Shingle","2007","3","2","","","SEWER/SEPTIC INSTALLED"
"0519075007","03/09/2020","825000.00","2902","0","0","750","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","2","Concrete Tile","1996","4","3","","","SEWER/SEPTIC INSTALLED"
"0320214058","03/17/2020","305000.00","1141","312","0","384","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1940","3","2","","","SEWER/SEPTIC INSTALLED"
"5004830560","03/16/2020","389000.00","2227","0","0","630","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2014","5","3","","","SEWER/SEPTIC INSTALLED"
"3000820310","03/11/2020","360500.00","1504","0","0","0","400","0","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2004","3","3","","","SEWER/SEPTIC INSTALLED"
"6021520750","03/12/2020","363000.00","1673","0","0","460","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1995","3","3","","","SEWER/SEPTIC INSTALLED"
"4163000020","03/16/2020","349000.00","1248","0","0","504","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1969","3","2","","","SEWER/SEPTIC INSTALLED"
"6027033090","03/13/2020","464950.00","3036","0","0","584","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","5","3","","","SEWER/SEPTIC INSTALLED"
"8050000640","03/18/2020","215000.00","1192","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1909","3","1","","","SEWER/SEPTIC INSTALLED"
"2102000291","03/14/2020","430000.00","1540","0","0","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1972","3","2","","","SEWER/SEPTIC INSTALLED"
"0320284161","03/16/2020","360000.00","1902","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1968","3","3","","","SEWER/SEPTIC INSTALLED"
"0520038008","03/03/2020","635000.00","2776","0","0","576","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1982","3","3","","","SEWER/SEPTIC INSTALLED"
"7002780740","03/03/2020","876566.00","3725","0","2013","691","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","6","5","","","SEWER/SEPTIC INSTALLED"
"0320152015","03/13/2020","330000.00","1285","0","0","765","0","1","Electric Baseboard","Frame Siding","Drywall","1","Built Up Rock","1962","3","2","","","SEWER/SEPTIC INSTALLED"
"2037320080","03/11/2020","525000.00","1115","490","1140","276","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1925","3","1","","","SEWER/SEPTIC INSTALLED"
"6027130440","02/27/2020","559950.00","3103","0","0","680","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","5","3","","","SEWER/SEPTIC INSTALLED"
"4000750100","03/12/2020","533000.00","1556","0","0","418","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1994","3","2","","","SEWER/SEPTIC INSTALLED"
"0418135026","03/13/2020","410000.00","1326","0","0","506","0","0","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","2019","3","2","","","SEWER/SEPTIC INSTALLED"
"5745300690","02/27/2020","376000.00","1121","270","0","0","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1941","3","1","","","SEWER/SEPTIC INSTALLED"
"5505201861","03/11/2020","490000.00","2989","0","0","560","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2015","4","3","","","SEWER/SEPTIC INSTALLED"
"6026781570","03/13/2020","489950.00","2514","0","0","420","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2017","3","3","","","SEWER/SEPTIC INSTALLED"
"4001370080","03/10/2020","315000.00","1415","0","0","462","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1997","3","2","","","SEWER/SEPTIC INSTALLED"
"6350000268","02/26/2020","330000.00","1149","0","0","420","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1988","3","2","","","SEWER/SEPTIC INSTALLED"
"6021980330","03/09/2020","395000.00","1846","0","0","480","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"2745004850","03/12/2020","635000.00","1720","0","456","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1915","3","2","","","SEWER/SEPTIC INSTALLED"
"7097000531","03/11/2020","529852.00","1758","0","0","616","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1986","3","3","","View Lim -","SEWER/SEPTIC INSTALLED"
"6026230480","03/10/2020","410000.00","2050","0","0","410","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2014","4","3","","","SEWER/SEPTIC INSTALLED"
"5130000420","03/10/2020","292000.00","830","0","830","0","360","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1944","2","1","","","SEWER/SEPTIC INSTALLED"
"6020511170","03/19/2020","400000.00","1864","0","0","506","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1991","3","3","","","SEWER/SEPTIC INSTALLED"
"7001060080","03/13/2020","510000.00","2115","0","0","736","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1999","4","2","","","SEWER/SEPTIC INSTALLED"
"4280000200","03/11/2020","330000.00","1508","0","0","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1930","3","2","","","SEWER/SEPTIC INSTALLED"
"7765300570","03/18/2020","315000.00","1092","0","996","476","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1957","3","2","","","SEWER/SEPTIC INSTALLED"
"2827410400","03/17/2020","699950.00","2849","0","0","745","0","1","Heat Pump","Frame Siding","Drywall","2","Concrete Tile","1988","2","3","","View Lim +","SEWER/SEPTIC INSTALLED"
"5001230340","03/16/2020","435200.00","1582","0","0","420","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"6023011710","03/17/2020","330000.00","1171","0","0","453","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2000","3","2","","","SEWER/SEPTIC INSTALLED"
"7001660780","03/18/2020","635000.00","3239","0","0","684","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2004","4","4","","","SEWER/SEPTIC INSTALLED"
"0420352151","02/24/2020","380000.00","1520","0","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1921","3","2","","","SEWER/SEPTIC INSTALLED"
"6026920420","03/06/2020","620000.00","2787","0","0","662","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"5065500480","03/04/2020","369900.00","1538","0","0","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","1","Composition Shingle","1971","3","2","","","SEWER/SEPTIC INSTALLED"
"7002000540","03/05/2020","395000.00","2230","0","0","400","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2007","3","3","","","SEWER/SEPTIC INSTALLED"
"6026990180","03/18/2020","469990.00","2647","0","0","600","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"4638000070","03/16/2020","325000.00","1008","388","0","0","416","2","Electric Baseboard","Frame Siding","Drywall","1","Formed Seam Metal","2003","3","2","","","SEWER/SEPTIC INSTALLED"
"7001820530","03/17/2020","405000.00","1743","0","0","378","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2011","3","3","","","SEWER/SEPTIC INSTALLED"
"4003390260","03/16/2020","769717.00","3828","0","0","712","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","2019","4","4","","","SEWER/SEPTIC INSTALLED"
"7001430360","03/03/2020","420000.00","2564","0","0","440","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"7882200471","03/10/2020","237368.00","1350","0","0","438","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1992","3","2","","","SEWER/SEPTIC INSTALLED"
"5270000570","02/20/2020","242000.00","825","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1943","2","1","","","SEWER/SEPTIC INSTALLED"
"0220034011","03/16/2020","345000.00","1577","0","0","322","0","2","Forced Air","Masonry Common Brick","Drywall","1","Composition Shingle","1951","2","1","","","SEWER/SEPTIC INSTALLED"
"6661002002","03/18/2020","364500.00","1788","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1976","2","2","","","SEWER/SEPTIC INSTALLED"
"6023530090","03/18/2020","398500.00","2040","0","0","380","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2001","3","3","","","SEWER/SEPTIC INSTALLED"
"5880200160","03/17/2020","292000.00","928","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1929","2","2","","","SEWER/SEPTIC INSTALLED"
"6100000820","03/10/2020","415000.00","1350","264","0","418","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1956","4","2","","","SEWER/SEPTIC INSTALLED"
"6448000380","03/17/2020","420000.00","1933","0","0","456","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1984","4","3","","","SEWER/SEPTIC INSTALLED"
"7002042780","03/11/2020","452000.00","2642","0","0","500","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","3","","","SEWER/SEPTIC INSTALLED"
"6025600060","03/16/2020","490000.00","2058","0","0","380","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1980","3","2","","","SEWER/SEPTIC INSTALLED"
"9177020112","03/17/2020","490000.00","2744","0","0","460","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1978","5","3","","","SEWER/SEPTIC INSTALLED"
"6023360910","03/16/2020","410000.00","1980","0","0","630","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2000","4","3","","","SEWER/SEPTIC INSTALLED"
